TICKER	EVENT_DATE	QUARTER	FISCAL_YEAR
JPM	2018-01-12	Q4	2017
JPM	2018-04-13	Q1	2018
JPM	2018-05-15	Q1	2018
JPM	2018-05-29	Q-1	2018
JPM	2018-06-01	Q0	2018
JPM	2018-06-13	Q-1	2018
JPM	2018-07-13	Q2	2018
JPM	2018-09-14	Q-1	2018
JPM	2018-10-12	Q3	2018
JPM	2018-12-04	Q-1	2018
JPM	2019-01-15	Q4	2018
JPM	2019-04-12	Q1	2019
JPM	2019-05-28	Q-1	2019
JPM	2019-07-16	Q2	2019
JPM	2019-10-16	Q3	2019
JPM	2019-12-10	Q-1	2019
JPM	2020-04-14	Q1	2020
JPM	2020-05-28	Q-1	2020
JPM	2020-06-09	Q-1	2020
JPM	2020-07-14	Q2	2020
JPM	2020-10-14	Q3	2020
LLY	2007-07-24	Q2	2007
LLY	2007-07-25	Q2	2007
LLY	2007-10-18	Q3	2007
LLY	2008-01-29	Q4	2007
LLY	2008-04-21	Q1	2008
LLY	2008-07-25	Q2	2008
LLY	2008-10-23	Q3	2008
LLY	2009-01-29	Q4	2008
LLY	2009-04-20	Q1	2009
LLY	2009-07-22	Q2	2009
LLY	2009-10-21	Q3	2009
LLY	2010-01-28	Q4	2009
LLY	2010-04-19	Q1	2010
LLY	2010-07-22	Q2	2010
LLY	2010-10-21	Q3	2010
LLY	2011-01-27	Q4	2010
LLY	2011-04-18	Q1	2011
LLY	2011-07-21	Q2	2011
LLY	2011-10-20	Q3	2011
LLY	2012-01-11	Q0	2012
LLY	2012-01-31	Q4	2011
LLY	2012-04-10	Q-1	2012
LLY	2012-04-25	Q1	2012
LLY	2012-06-12	Q-1	2012
LLY	2012-07-25	Q2	2012
LLY	2012-10-24	Q3	2012
LLY	2013-01-04	Q-1	2013
LLY	2013-01-29	Q4	2012
LLY	2013-03-12	Q-1	2013
LLY	2013-04-24	Q1	2013
LLY	2013-06-12	Q0	2013
LLY	2013-07-12	Q-1	2013
LLY	2013-07-24	Q2	2013
LLY	2013-10-23	Q3	2013
LLY	2014-01-30	Q4	2013
LLY	2014-03-04	Q0	2014
LLY	2014-04-24	Q1	2014
LLY	2014-05-29	Q-1	2014
LLY	2014-06-04	Q-1	2014
LLY	2014-07-25	Q2	2014
LLY	2014-10-24	Q3	2014
LLY	2015-01-07	Q-1	2015
LLY	2015-01-30	Q4	2014
LLY	2015-04-23	Q1	2015
LLY	2015-07-23	Q2	2015
LLY	2015-10-22	Q3	2015
LLY	2016-01-28	Q4	2015
LLY	2016-04-26	Q1	2016
LLY	2016-07-26	Q2	2016
LLY	2016-10-25	Q3	2016
LLY	2017-01-31	Q4	2016
LLY	2017-04-26	Q1	2017
LLY	2017-07-25	Q2	2017
LLY	2017-10-24	Q3	2017
LLY	2017-12-13	Q-1	2018
LLY	2018-01-31	Q4	2017
LLY	2018-04-25	Q1	2018
LLY	2018-07-24	Q2	2018
LLY	2018-09-12	Q-1	2018
LLY	2018-11-06	Q3	2018
LLY	2019-01-09	Q0	2019
LLY	2019-02-06	Q4	2018
LLY	2019-02-27	Q-1	2019
LLY	2019-03-11	Q0	2019
LLY	2019-04-30	Q1	2019
LLY	2019-06-12	Q0	2019
LLY	2019-07-30	Q2	2019
LLY	2019-10-02	Q-1	2019
LLY	2019-10-23	Q3	2019
LLY	2020-01-15	Q0	2020
LLY	2020-01-30	Q4	2019
LLY	2020-04-23	Q1	2020
LLY	2020-06-11	Q-1	2020
LLY	2020-07-30	Q2	2020
LLY	2020-10-27	Q3	2020
LLY	2021-01-29	Q4	2020
LMT	2008-01-25	Q4	2007
LMT	2008-04-22	Q1	2008
LMT	2008-07-23	Q2	2008
LMT	2008-10-21	Q3	2008
LMT	2009-01-23	Q4	2008
LMT	2009-04-21	Q1	2009
LMT	2009-07-21	Q2	2009
LMT	2009-10-20	Q3	2009
LMT	2010-01-28	Q4	2009
LMT	2010-04-21	Q1	2010
LMT	2010-07-27	Q2	2010
LMT	2010-10-19	Q3	2010
LMT	2011-01-28	Q4	2010
LMT	2011-04-26	Q1	2011
LMT	2011-07-26	Q2	2011
LMT	2011-10-27	Q3	2011
LMT	2012-01-27	Q4	2011
LMT	2012-04-26	Q0	2012
LMT	2012-07-24	Q2	2012
LMT	2012-10-25	Q3	2012
LMT	2012-11-12	Q-1	2012
LMT	2013-01-24	Q4	2012
LMT	2013-03-05	Q-1	2013
LMT	2013-04-23	Q1	2013
LMT	2013-05-30	Q0	2013
LMT	2013-07-23	Q2	2013
LMT	2013-10-22	Q3	2013
LMT	2014-01-23	Q4	2013
LMT	2014-04-22	Q1	2014
LMT	2014-05-29	Q0	2014
LMT	2014-07-22	Q2	2014
LMT	2014-10-21	Q3	2014
LMT	2015-01-27	Q4	2014
LMT	2015-04-21	Q1	2015
LMT	2015-07-20	Q2	2015
LMT	2015-10-20	Q3	2015
LMT	2016-01-26	Q4	2015
LMT	2016-04-26	Q1	2016
LMT	2016-07-19	Q2	2016
LMT	2016-10-25	Q3	2016
LMT	2017-01-24	Q4	2016
LMT	2017-04-26	Q1	2017
LMT	2017-07-18	Q2	2017
LMT	2017-10-24	Q3	2017
LMT	2018-01-29	Q4	2017
LMT	2018-04-25	Q1	2018
LMT	2018-07-24	Q2	2018
LMT	2018-10-23	Q3	2018
LMT	2019-01-29	Q4	2018
LMT	2019-03-07	Q-1	2019
LMT	2019-04-23	Q1	2019
LMT	2019-07-24	Q2	2019
LMT	2019-10-22	Q3	2019
LMT	2019-12-05	Q0	2019
LMT	2020-01-28	Q4	2019
LMT	2020-04-21	Q1	2020
LMT	2020-05-27	Q0	2020
LMT	2020-06-02	Q-1	2020
LMT	2020-07-21	Q2	2020
LMT	2020-10-20	Q3	2020
LMT	2021-01-26	Q4	2020
MA	2007-05-02	Q1	2007
MA	2007-08-01	Q2	2007
MA	2007-10-31	Q3	2007
MA	2008-02-01	Q4	2007
MA	2008-04-29	Q1	2008
MA	2008-07-31	Q2	2008
MA	2008-11-04	Q3	2008
MA	2009-02-05	Q4	2008
MA	2009-05-01	Q1	2009
MA	2009-07-30	Q2	2009
MA	2009-11-03	Q3	2009
MA	2010-02-04	Q4	2009
MA	2010-05-05	Q1	2010
MA	2010-08-03	Q2	2010
MA	2010-11-02	Q3	2010
MA	2011-02-03	Q4	2010
MA	2011-05-03	Q1	2011
MA	2011-08-03	Q2	2011
MA	2011-09-16	Q-1	2011
MA	2011-11-02	Q3	2011
MA	2012-02-02	Q4	2011
MA	2012-05-02	Q1	2012
MA	2012-05-08	Q-1	2012
MA	2012-08-01	Q2	2012
MA	2012-10-31	Q3	2012
MA	2013-01-31	Q4	2012
MA	2013-05-01	Q1	2013
MA	2013-06-12	Q-1	2013
MA	2013-07-31	Q2	2013
MA	2013-09-12	Q-1	2013
MA	2013-09-24	Q-1	2013
MA	2013-10-31	Q3	2013
MA	2014-01-31	Q4	2013
MA	2014-05-01	Q1	2014
MA	2014-05-19	Q-1	2014
MA	2014-06-11	Q-1	2014
MA	2014-07-31	Q2	2014
MA	2014-09-18	Q-1	2014
MA	2014-10-30	Q3	2014
MA	2014-11-21	Q-1	2014
MA	2015-01-30	Q4	2014
MA	2015-03-23	Q-1	2015
MA	2015-04-29	Q1	2015
MA	2015-05-28	Q-1	2015
MA	2015-06-02	Q-1	2015
MA	2015-07-29	Q2	2015
MA	2015-09-10	Q-1	2015
MA	2015-10-29	Q3	2015
MA	2016-01-29	Q4	2015
MA	2016-03-15	Q-1	2016
MA	2016-04-28	Q1	2016
MA	2016-05-24	Q-1	2016
MA	2016-06-15	Q-1	2016
MA	2016-07-28	Q2	2016
MA	2016-09-09	Q-1	2016
MA	2016-10-28	Q3	2016
MA	2017-01-31	Q4	2016
MA	2017-03-16	Q-1	2017
MA	2017-05-02	Q1	2017
MA	2017-05-22	Q-1	2017
MA	2017-05-31	Q0	2017
MA	2017-06-14	Q0	2017
MA	2017-07-27	Q2	2017
MA	2017-09-13	Q-1	2017
MA	2017-10-31	Q3	2017
MA	2018-02-01	Q4	2017
MA	2018-03-08	Q-1	2018
MA	2018-03-14	Q-1	2018
MA	2018-05-02	Q1	2018
MA	2018-05-16	Q-1	2018
MA	2018-05-30	Q-1	2018
MA	2018-06-13	Q-1	2018
MA	2018-06-14	Q-1	2018
MA	2018-07-26	Q2	2018
MA	2018-09-12	Q-1	2018
MA	2018-09-20	Q-1	2018
MA	2018-10-30	Q3	2018
MA	2018-11-13	Q-1	2018
MA	2019-01-31	Q4	2018
MA	2019-03-08	Q-1	2019
MA	2019-04-30	Q1	2019
MA	2019-05-29	Q-1	2018
MA	2019-06-05	Q-1	2019
MA	2019-06-12	Q-1	2019
MA	2019-06-25	Q0	2019
MA	2019-07-30	Q2	2019
MA	2019-09-13	Q-1	2019
MA	2019-09-19	Q-1	2019
MA	2019-10-29	Q3	2019
MA	2020-01-29	Q4	2019
MA	2020-03-06	Q-1	2020
MA	2020-03-10	Q-1	2020
MA	2020-04-29	Q1	2020
MA	2020-05-29	Q-1	2020
MA	2020-06-03	Q-1	2020
MA	2020-06-09	Q-1	2020
MA	2020-07-30	Q2	2020
MA	2020-10-28	Q3	2020
MA	2021-01-29	Q4	2020
MCD	2006-01-26	Q4	2005
MCD	2006-04-22	Q1	2006
MCD	2006-07-25	Q2	2006
MCD	2006-10-19	Q3	2006
MCD	2007-01-24	Q4	2006
MCD	2007-04-20	Q1	2007
MCD	2007-07-24	Q2	2007
MCD	2007-10-19	Q3	2007
MCD	2008-01-28	Q4	2007
MCD	2008-04-22	Q1	2008
MCD	2008-07-24	Q2	2008
MCD	2008-10-22	Q3	2008
MCD	2009-01-26	Q4	2008
MCD	2009-04-22	Q1	2009
MCD	2009-07-23	Q2	2009
MCD	2010-01-22	Q4	2009
MCD	2010-04-21	Q1	2010
MCD	2010-10-26	Q3	2010
MCD	2011-01-24	Q4	2010
MCD	2011-04-22	Q1	2011
MCD	2011-07-22	Q2	2011
MCD	2011-10-21	Q3	2011
MCD	2011-11-10	Q-1	2011
MCD	2012-01-24	Q4	2011
MCD	2012-04-20	Q1	2012
MCD	2012-07-23	Q2	2012
MCD	2012-10-19	Q3	2012
MCD	2013-01-23	Q4	2012
MCD	2013-04-19	Q1	2013
MCD	2013-05-23	Q0	2013
MCD	2013-05-29	Q-1	2013
MCD	2013-07-22	Q2	2013
MCD	2013-09-11	Q-1	2013
MCD	2013-10-21	Q3	2013
MCD	2014-01-23	Q4	2013
MCD	2014-04-22	Q1	2014
MCD	2014-05-23	Q0	2014
MCD	2014-05-28	Q0	2014
MCD	2014-07-22	Q2	2014
MCD	2014-10-21	Q3	2014
MCD	2014-11-20	Q-1	2014
MCD	2015-01-23	Q4	2014
MCD	2015-03-05	Q-1	2015
MCD	2015-04-22	Q1	2015
MCD	2015-07-23	Q2	2015
MCD	2015-10-22	Q3	2015
MCD	2016-01-25	Q4	2015
MCD	2016-03-16	Q-1	2016
MCD	2016-04-22	Q1	2016
MCD	2016-06-02	Q0	2016
MCD	2016-07-26	Q2	2016
MCD	2016-10-21	Q3	2016
MCD	2017-01-23	Q4	2016
MCD	2017-04-26	Q1	2017
MCD	2017-05-25	Q0	2017
MCD	2017-06-01	Q-1	2017
MCD	2017-07-25	Q2	2017
MCD	2017-10-24	Q3	2017
MCD	2017-11-15	Q-1	2017
MCD	2018-01-30	Q4	2017
MCD	2018-03-14	Q-1	2015
MCD	2018-04-30	Q1	2018
MCD	2018-05-25	Q0	2017
MCD	2018-06-01	Q0	2018
MCD	2018-07-26	Q2	2018
MCD	2018-10-23	Q3	2018
MCD	2019-01-30	Q4	2018
MCD	2019-03-15	Q-1	2019
MCD	2019-04-30	Q1	2019
MCD	2019-07-26	Q2	2019
MCD	2019-10-22	Q3	2019
MCD	2020-01-29	Q4	2019
MCD	2020-04-30	Q1	2020
MCD	2020-06-16	Q-1	2020
MCD	2020-07-28	Q2	2020
MCD	2020-11-09	Q3	2020
MCD	2021-01-28	Q4	2020
MCO	2007-10-25	Q3	2007
MCO	2008-02-08	Q4	2007
MCO	2008-04-23	Q1	2008
MCO	2008-07-30	Q2	2008
MCO	2008-10-29	Q3	2008
MCO	2009-02-05	Q4	2008
MCO	2009-04-29	Q1	2009
MCO	2009-07-29	Q2	2009
MCO	2009-10-30	Q3	2009
MCO	2010-02-04	Q4	2009
MCO	2010-04-21	Q1	2010
MCO	2010-07-31	Q2	2010
MCO	2010-10-28	Q3	2010
MCO	2011-02-03	Q4	2010
MCO	2011-04-27	Q1	2011
MCO	2011-07-28	Q2	2011
MCO	2011-10-27	Q3	2011
MCO	2012-02-08	Q4	2011
MCO	2012-03-23	Q-1	2012
MCO	2012-04-26	Q1	2012
MCO	2012-05-15	Q-1	2012
MCO	2012-07-27	Q2	2012
MCO	2012-09-13	Q-1	2012
MCO	2012-10-26	Q3	2012
MCO	2012-11-14	Q-1	2012
MCO	2012-12-05	Q-1	2012
MCO	2013-02-08	Q4	2012
MCO	2013-05-03	Q1	2013
MCO	2013-07-24	Q2	2013
MCO	2013-10-25	Q3	2013
MCO	2014-02-07	Q4	2013
MCO	2014-04-25	Q1	2014
MCO	2014-07-25	Q2	2014
MCO	2014-10-24	Q3	2014
MCO	2015-02-06	Q4	2014
MCO	2015-05-01	Q1	2015
MCO	2015-07-24	Q2	2015
MCO	2015-10-30	Q3	2015
MCO	2015-12-09	Q-1	2015
MCO	2016-02-05	Q4	2015
MCO	2016-04-30	Q1	2016
MCO	2016-07-22	Q2	2016
MCO	2016-10-21	Q3	2016
MCO	2017-02-18	Q4	2016
MCO	2017-05-05	Q1	2017
MCO	2017-07-21	Q2	2017
MCO	2017-09-12	Q-1	2017
MCO	2017-11-04	Q3	2017
MCO	2018-02-09	Q4	2017
MCO	2018-04-28	Q1	2018
MCO	2018-07-27	Q2	2018
MCO	2018-10-26	Q3	2018
MCO	2019-02-15	Q4	2018
MCO	2019-04-24	Q1	2019
MCO	2019-07-31	Q2	2019
MCO	2019-10-31	Q3	2019
MCO	2020-02-13	Q4	2019
MCO	2020-05-01	Q1	2020
MCO	2020-07-31	Q2	2020
MCO	2020-10-30	Q3	2020
MCO	2021-02-12	Q4	2020
MDT	2007-08-22	Q1	2008
MDT	2008-02-19	Q3	2008
MDT	2008-05-20	Q4	2008
MDT	2008-08-19	Q1	2009
MDT	2009-02-17	Q3	2009
MDT	2009-05-19	Q4	2009
MDT	2009-08-25	Q1	2010
MDT	2009-11-24	Q2	2010
MDT	2010-02-23	Q3	2010
MDT	2010-05-25	Q4	2010
MDT	2010-08-24	Q1	2011
MDT	2010-11-23	Q2	2011
MDT	2011-02-22	Q3	2011
MDT	2011-05-24	Q4	2011
MDT	2011-08-23	Q1	2012
MDT	2011-08-25	Q-1	2011
MDT	2011-11-22	Q2	2012
MDT	2012-02-21	Q3	2012
MDT	2012-05-22	Q4	2012
MDT	2012-06-02	Q-1	2012
MDT	2012-08-21	Q1	2013
MDT	2012-11-20	Q2	2013
MDT	2013-01-07	Q0	2013
MDT	2013-02-19	Q3	2013
MDT	2013-03-06	Q-1	2013
MDT	2013-03-13	Q-1	2013
MDT	2013-05-21	Q4	2013
MDT	2013-05-31	Q-1	2013
MDT	2013-06-13	Q0	2013
MDT	2013-08-20	Q1	2014
MDT	2013-08-22	Q0	2013
MDT	2013-09-10	Q-1	2013
MDT	2013-11-02	Q0	2012
MDT	2013-11-19	Q2	2014
MDT	2013-12-04	Q0	2013
MDT	2013-12-10	Q-1	2013
MDT	2014-02-18	Q3	2014
MDT	2014-03-05	Q0	2014
MDT	2014-05-20	Q4	2014
MDT	2014-06-11	Q-1	2014
MDT	2014-06-17	Q-1	2014
MDT	2014-08-19	Q1	2015
MDT	2014-11-18	Q2	2015
MDT	2015-02-17	Q3	2015
MDT	2015-06-02	Q4	2015
MDT	2015-09-03	Q1	2016
MDT	2015-09-17	Q-1	2015
MDT	2015-12-04	Q2	2016
MDT	2016-03-01	Q3	2016
MDT	2016-05-31	Q4	2016
MDT	2016-08-25	Q1	2017
MDT	2016-11-22	Q2	2017
MDT	2017-02-21	Q3	2017
MDT	2017-05-25	Q4	2017
MDT	2017-08-22	Q1	2018
MDT	2017-11-21	Q2	2018
MDT	2018-02-20	Q3	2018
MDT	2018-05-24	Q4	2018
MDT	2018-08-21	Q1	2019
MDT	2018-09-06	Q0	2018
MDT	2018-11-20	Q2	2019
MDT	2019-02-19	Q3	2019
MDT	2019-02-27	Q0	2019
MDT	2019-03-11	Q0	2019
MDT	2019-03-12	Q-1	2019
MDT	2019-05-23	Q4	2019
MDT	2019-08-20	Q1	2020
MDT	2019-09-05	Q-1	2019
MDT	2019-11-19	Q2	2020
MDT	2020-02-18	Q3	2020
MDT	2020-05-21	Q4	2020
MDT	2020-05-29	Q0	2020
MDT	2020-06-03	Q-1	2020
MDT	2020-06-09	Q0	2020
MDT	2020-08-25	Q1	2021
MDT	2020-11-24	Q2	2021
MDT	2020-12-11	Q0	2020
MDT	2021-02-23	Q3	2021
MET	2008-02-07	Q4	2007
MET	2008-05-02	Q1	2008
MET	2008-07-30	Q2	2008
MET	2008-10-08	Q-1	2008
MET	2008-10-31	Q3	2008
MET	2009-02-04	Q4	2008
MET	2009-05-01	Q1	2009
MET	2009-07-31	Q2	2009
MET	2009-10-30	Q3	2009
MET	2010-02-03	Q4	2009
MET	2010-04-30	Q1	2010
MET	2010-07-30	Q2	2010
MET	2010-10-29	Q3	2010
MET	2011-02-10	Q4	2010
MET	2011-05-05	Q1	2011
MET	2011-07-29	Q2	2011
MET	2011-10-28	Q-1	2011
MET	2011-12-05	Q0	2011
MET	2012-02-15	Q4	2011
MET	2012-04-27	Q1	2012
MET	2012-05-23	Q-1	2012
MET	2012-08-03	Q2	2012
MET	2012-09-12	Q-1	2012
MET	2012-11-01	Q3	2012
MET	2012-12-13	Q0	2012
MET	2013-02-14	Q4	2012
MET	2013-02-15	Q-1	2013
MET	2013-05-02	Q1	2013
MET	2013-05-21	Q-1	2013
MET	2013-08-01	Q2	2013
MET	2013-09-18	Q-1	2013
MET	2013-09-25	Q-1	2013
MET	2013-10-31	Q3	2013
MET	2013-12-12	Q0	2013
MET	2014-02-13	Q4	2013
MET	2014-05-01	Q1	2014
MET	2014-07-31	Q2	2014
MET	2014-10-30	Q3	2014
MET	2015-02-12	Q4	2014
MET	2015-05-07	Q1	2015
MET	2015-07-30	Q2	2015
MET	2015-11-05	Q3	2015
MET	2016-02-04	Q4	2015
MET	2016-05-05	Q1	2016
MET	2016-08-04	Q2	2016
MET	2016-11-03	Q3	2016
MET	2017-02-02	Q4	2016
MET	2017-05-04	Q1	2017
MET	2017-08-03	Q2	2017
MET	2017-11-02	Q3	2017
MET	2018-02-14	Q4	2017
MET	2018-05-03	Q1	2018
MET	2018-08-02	Q2	2018
MET	2018-11-02	Q3	2018
MET	2018-12-14	Q-1	2018
MET	2019-02-07	Q4	2018
MET	2019-05-02	Q1	2019
MET	2019-08-01	Q2	2019
MET	2019-09-04	Q-1	2019
MET	2019-10-31	Q3	2019
MET	2020-02-06	Q4	2019
MET	2020-05-07	Q1	2020
MET	2020-08-06	Q2	2020
MET	2020-11-05	Q3	2020
MS	2007-03-21	Q1	2007
MS	2007-06-20	Q2	2007
MS	2007-09-19	Q3	2007
MS	2007-12-19	Q4	2007
MS	2008-03-19	Q1	2008
MS	2008-06-18	Q2	2008
MS	2008-09-17	Q3	2008
MS	2008-12-17	Q4	2008
MS	2009-01-14	Q-1	2009
MS	2009-04-22	Q1	2009
MS	2009-07-23	Q2	2009
MS	2009-10-21	Q3	2009
MS	2010-01-20	Q4	2009
MS	2010-04-21	Q1	2010
MS	2010-07-21	Q2	2010
MS	2010-10-21	Q3	2010
MS	2011-01-21	Q4	2010
MS	2011-04-21	Q1	2011
MS	2011-07-21	Q2	2011
MS	2011-10-19	Q3	2011
MS	2012-01-19	Q4	2011
MS	2012-04-19	Q1	2012
MS	2012-07-19	Q2	2012
MS	2012-10-18	Q3	2012
MS	2013-01-18	Q4	2012
MS	2013-02-14	Q-1	2013
MS	2013-04-18	Q1	2013
MS	2013-05-16	Q0	2013
MS	2013-07-18	Q2	2013
MS	2013-10-18	Q3	2013
MS	2013-12-10	Q-1	2013
MS	2014-01-17	Q4	2013
MS	2014-02-16	Q-1	2014
MS	2014-04-17	Q1	2014
MS	2014-06-11	Q-1	2014
MS	2014-07-17	Q2	2014
MS	2014-08-01	Q2	2014
MS	2014-10-17	Q3	2014
MS	2015-01-21	Q4	2014
MS	2015-04-20	Q1	2015
MS	2015-04-30	Q0	2015
MS	2015-07-20	Q2	2015
MS	2015-10-19	Q3	2015
MS	2016-01-19	Q4	2015
MS	2016-04-18	Q1	2016
MS	2016-07-20	Q2	2016
MS	2016-10-19	Q3	2016
MS	2017-01-17	Q4	2016
MS	2017-04-19	Q1	2017
MS	2017-05-31	Q-1	2017
MS	2017-07-19	Q2	2017
MS	2017-10-17	Q3	2017
MS	2018-01-18	Q4	2017
MS	2018-04-18	Q1	2018
MS	2018-07-18	Q2	2018
MS	2018-10-16	Q3	2018
MS	2019-01-17	Q4	2018
MS	2019-04-17	Q1	2019
MS	2019-07-18	Q2	2019
MS	2019-10-17	Q3	2019
MS	2020-01-16	Q4	2019
MS	2020-04-16	Q1	2020
MS	2020-06-10	Q-1	2020
MS	2020-07-16	Q2	2020
MS	2020-10-15	Q3	2020
MSFT	2006-01-27	Q2	2006
MSFT	2006-04-28	Q3	2006
MSFT	2006-07-21	Q4	2006
MSFT	2006-10-27	Q1	2007
MSFT	2007-01-26	Q2	2007
MSFT	2007-04-27	Q3	2007
MSFT	2007-07-20	Q4	2007
MSFT	2007-10-26	Q-1	2007
MSFT	2008-01-08	Q-1	2008
MSFT	2008-01-25	Q2	2008
MSFT	2008-04-25	Q3	2008
MSFT	2008-07-18	Q4	2008
MSFT	2008-10-24	Q1	2009
MSFT	2009-01-22	Q2	2009
MSFT	2009-04-24	Q3	2009
MSFT	2009-07-24	Q4	2009
MSFT	2009-10-23	Q1	2010
MSFT	2010-01-29	Q2	2010
MSFT	2010-04-23	Q3	2010
MSFT	2010-07-23	Q4	2010
MSFT	2010-10-29	Q1	2011
MSFT	2011-01-28	Q2	2011
MSFT	2011-04-29	Q3	2011
MSFT	2011-05-11	Q-1	2011
MSFT	2011-07-21	Q4	2011
MSFT	2011-10-21	Q1	2012
MSFT	2011-11-15	Q-1	2011
MSFT	2012-01-20	Q2	2012
MSFT	2012-04-20	Q3	2012
MSFT	2012-06-19	Q-1	2012
MSFT	2012-07-20	Q4	2012
MSFT	2012-10-18	Q1	2013
MSFT	2013-01-25	Q2	2013
MSFT	2013-04-18	Q3	2013
MSFT	2013-05-30	Q0	2013
MSFT	2013-07-19	Q4	2013
MSFT	2013-09-03	Q-1	2013
MSFT	2013-09-04	Q-1	2013
MSFT	2013-09-20	Q-1	2013
MSFT	2013-10-25	Q1	2014
MSFT	2013-11-20	Q0	2013
MSFT	2013-12-04	Q-1	2013
MSFT	2014-01-24	Q2	2014
MSFT	2014-03-03	Q-1	2014
MSFT	2014-04-25	Q3	2014
MSFT	2014-05-20	Q0	2014
MSFT	2014-05-28	Q-1	2014
MSFT	2014-07-23	Q4	2014
MSFT	2014-09-10	Q-1	2014
MSFT	2014-10-24	Q1	2015
MSFT	2014-11-12	Q-1	2014
MSFT	2014-11-19	Q-1	2014
MSFT	2014-12-04	Q0	2014
MSFT	2014-12-05	Q-1	2014
MSFT	2015-01-27	Q2	2015
MSFT	2015-03-13	Q-1	2015
MSFT	2015-04-24	Q3	2015
MSFT	2015-07-22	Q4	2015
MSFT	2015-09-09	Q-1	2015
MSFT	2015-09-17	Q-1	2015
MSFT	2015-10-23	Q1	2016
MSFT	2015-11-18	Q-1	2015
MSFT	2015-12-02	Q-1	2015
MSFT	2016-01-29	Q2	2016
MSFT	2016-04-22	Q3	2016
MSFT	2016-06-13	Q-1	2016
MSFT	2016-07-20	Q4	2016
MSFT	2016-09-14	Q-1	2016
MSFT	2016-10-21	Q1	2017
MSFT	2016-11-17	Q-1	2016
MSFT	2016-12-01	Q0	2016
MSFT	2016-12-07	Q-1	2016
MSFT	2017-01-27	Q2	2017
MSFT	2017-04-28	Q3	2017
MSFT	2017-05-23	Q0	2017
MSFT	2017-07-21	Q4	2017
MSFT	2017-09-13	Q-1	2017
MSFT	2017-10-27	Q1	2018
MSFT	2017-11-29	Q0	2017
MSFT	2017-12-05	Q-1	2017
MSFT	2018-02-01	Q2	2018
MSFT	2018-04-27	Q3	2018
MSFT	2018-07-20	Q4	2018
MSFT	2018-09-06	Q-1	2018
MSFT	2018-10-25	Q1	2019
MSFT	2018-11-27	Q0	2018
MSFT	2018-11-29	Q0	2018
MSFT	2018-12-04	Q-1	2018
MSFT	2018-12-05	Q-1	2018
MSFT	2019-01-31	Q2	2019
MSFT	2019-04-25	Q3	2019
MSFT	2019-06-04	Q-1	2019
MSFT	2019-07-19	Q4	2019
MSFT	2019-10-24	Q1	2020
MSFT	2019-12-04	Q0	2019
MSFT	2020-01-30	Q2	2020
MSFT	2020-04-30	Q3	2020
MSFT	2020-07-23	Q4	2020
MSFT	2020-10-28	Q1	2021
MSFT	2020-12-02	Q0	2020
MSFT	2021-01-27	Q2	2021
NFLX	2006-01-25	Q4	2005
NFLX	2006-04-25	Q1	2006
NFLX	2006-07-24	Q2	2006
NFLX	2006-10-24	Q3	2006
NFLX	2007-01-25	Q4	2006
NFLX	2007-04-18	Q1	2007
NFLX	2007-07-24	Q2	2007
NFLX	2007-10-23	Q3	2007
NFLX	2008-01-24	Q4	2007
NFLX	2008-04-22	Q1	2008
NFLX	2008-07-25	Q2	2008
NFLX	2008-10-20	Q3	2008
NFLX	2009-01-27	Q4	2008
NFLX	2009-04-24	Q1	2009
NFLX	2009-07-24	Q2	2009
NFLX	2009-10-23	Q3	2009
NFLX	2010-01-28	Q4	2009
NFLX	2010-04-22	Q1	2010
NFLX	2010-07-22	Q2	2010
NFLX	2010-10-21	Q3	2010
NFLX	2011-01-27	Q4	2010
NFLX	2011-04-26	Q1	2011
NFLX	2011-07-26	Q2	2011
NFLX	2011-10-25	Q3	2011
NFLX	2011-12-07	Q0	2011
NFLX	2012-01-26	Q4	2011
NFLX	2012-04-24	Q1	2012
NFLX	2012-07-25	Q2	2012
NFLX	2012-10-24	Q3	2012
NFLX	2013-01-24	Q4	2012
NFLX	2013-04-23	Q1	2013
NFLX	2013-05-30	Q0	2013
NFLX	2013-07-23	Q2	2013
NFLX	2013-09-25	Q0	2013
NFLX	2013-10-21	Q3	2013
NFLX	2014-01-23	Q4	2013
NFLX	2014-03-04	Q-1	2014
NFLX	2014-04-22	Q1	2014
NFLX	2014-05-20	Q-1	2014
NFLX	2014-07-22	Q2	2014
NFLX	2014-10-16	Q3	2014
NFLX	2014-11-11	Q-1	2014
NFLX	2014-12-08	Q0	2014
NFLX	2015-01-21	Q4	2014
NFLX	2015-03-05	Q-1	2015
NFLX	2015-04-16	Q1	2015
NFLX	2015-07-16	Q2	2015
NFLX	2015-10-15	Q3	2015
NFLX	2015-12-08	Q0	2015
NFLX	2016-01-20	Q4	2015
NFLX	2016-04-19	Q1	2016
NFLX	2016-07-19	Q2	2016
NFLX	2016-09-21	Q0	2016
NFLX	2016-10-18	Q3	2016
NFLX	2016-12-06	Q0	2016
NFLX	2017-01-20	Q4	2016
NFLX	2017-04-18	Q1	2017
NFLX	2017-07-18	Q2	2017
NFLX	2017-09-12	Q0	2017
NFLX	2017-10-17	Q3	2017
NFLX	2017-12-04	Q0	2017
NFLX	2018-01-23	Q4	2017
NFLX	2018-04-17	Q1	2018
NFLX	2018-05-15	Q0	2018
NFLX	2018-07-17	Q2	2018
NFLX	2018-10-17	Q3	2018
NFLX	2018-12-03	Q0	2018
NFLX	2019-01-18	Q4	2018
